FID	OBJECTID	ADD_ID_HC	ANUMBER	ANUMBERSUF	ST_PRE_MOD	ST_PRE_DIR	ST_PRE_TYP	ST_NAME	ST_POS_TYP	ST_POS_DIR	ST_POS_MOD	SUB_AD_TYP	SUB_AD_ID	CONCAT_AD	MUNI_NAME	ZIP	ZIP4	LANDMARK_1	LANDMARK_2	FLR_LVL	ADD_TYPE	LONGITUDE	LATITUDE	PID	GlobalID
464	59350	294678	1116	 	 	 	 	Nicollet	Mall	 	 	 	 	1116 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27605867	44.97280726	2702924130288	{4C5517E3-252C-4FC6-ACE2-E9DD41A909C0}
682	87909	295845	1112	 	 	 	 	Nicollet	Mall	 	 	 	 	1112 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27605867	44.97280726	2702924130288	{EEDF6E8F-38C9-4723-B4AB-7097F9033D6B}
1591	201568	307910	1114	 	 	 	 	Nicollet	Mall	 	 	 	 	1114 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27605867	44.97280726	2702924130288	{EBBA9BD6-3A45-43C1-A9F7-750B0F53E15D}
1907	239090	296925	1110	 	 	 	 	Nicollet	Mall	 	 	 	 	1110 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27605867	44.97280726	2702924130288	{5970744D-B284-4E48-9159-117EBC2F08DE}
2861	351103	296967	1108	 	 	 	 	Nicollet	Mall	 	 	 	 	1108 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27605867	44.97280726	2702924130288	{D490006B-D978-4BBC-9D09-7A0DA3512330}
3001	367557	302825	1106	 	 	 	 	Nicollet	Mall	 	 	 	 	1106 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27605867	44.97280726	2702924130288	{134AD688-9578-4707-86F8-8A9AB998663A}
3259	398830	415246	1102	 	 	 	 	Nicollet	Mall	 	 	 	 	1102 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27605867	44.97280726	2702924130288	{0BB446F9-3E69-4D3B-8240-A75E7D7E1470}
3614	442775	309191	1200	 	 	 	 	Nicollet	Mall	 	 	 	505	1200 Nicollet Mall 505	Minneapolis	55403	 	 	 	0	Centroid	-93.27749842	44.97214449	2702924130289	{593B26CE-9D39-4BF5-B2E7-1B2CCB3DE61A}
2922	358546	448346	1128	 	 	 	 	Lasalle	Avenue	 	 	 	 	1128 Lasalle Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27778937	44.97300468	2702924130290	{7F24F46D-BD00-4987-AE28-7868C74D92B9}
3316	405705	422049	1101	 	 	 	 	Nicollet	Mall	 	 	 	 	1101 Nicollet Mall	Minneapolis	55403	 	 	 	0	Centroid	-93.27570216	44.9722244	2702924130291	{919DBF30-FB3A-4466-ABDE-9A16ADC0B2C1}
857	112548	437771	1100	 	 	 	 	Marquette	Avenue	 	 	 	 	1100 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27493008	44.97211526	2702924130292	{C169A8A5-C304-4392-B70D-CBB0796BA0A4}
271	35000	449519	71	 	 	 	 	11th	Street	South	 	 	 	71 11th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27685931	44.97302769	2702924130293	{B10C6D11-8832-417C-B0D5-4F8C8D6E8A29}
1648	208633	449333	65	 	 	 	 	11th	Street	South	 	 	 	65 11th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27686199	44.97327088	2702924130293	{4F97B0EB-F4E9-4E55-989D-17B0731A1BA1}
3660	448343	449500	1101	 	 	 	 	Lasalle	Avenue	 	 	 	 	1101 Lasalle Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27695737	44.97329879	2702924130293	{F263FB39-95EA-45D5-81D1-F1931EF15EC9}
424	53949	333786	1200	 	 	 	 	Nicollet	Mall	 	 	 	C1	1200 Nicollet Mall C1	Minneapolis	55403	 	 	 	0	Centroid	-93.2769	44.972	2702924130294	{034AD6C9-7751-45EA-9B4A-2EBCD9166E6B}
2562	316543	456686	1200	 	 	 	 	Nicollet	Mall	 	 	 	C2	1200 Nicollet Mall C2	Minneapolis	55403	 	 	 	0	Centroid	-93.27707397	44.97197856	2702924130295	{6D25A9AD-03DF-4607-894D-2D7A411C2A41}
2571	317364	408961	1016	 	 	 	 	Marquette	Avenue	 	 	 	 	1016 Marquette Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.2739	44.9732	2702924130296	{22BE1035-1F3D-4492-AECF-2FFE291D4EDD}
2552	315716	290829	89	 	 	 	 	10th	Street	South	 	 	 	89 10th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.2739	44.9734	2702924130297	{3AB59387-5F8B-44E6-9963-DDBBB4424532}
1688	214398	28874	815	 	 	 	 	4th	Avenue	South	 	 	 	815 4th Avenue South	Minneapolis	55404	 	 	 	0	Structure	-93.26755437	44.97279772	2702924140001	{299D0FAD-083B-49A6-BFAD-78FF325113EE}
227	29787	319936	925	 	 	 	 	Marquette	Avenue	 	 	 	 	925 Marquette Avenue	Minneapolis	55402	 	 	 	0	Centroid	-93.27240081	44.97339879	2702924140002	{DB46D553-64E9-464B-B1D1-B536B70083FF}
627	79449	326098	929	 	 	 	 	Marquette	Avenue	 	 	 	 	929 Marquette Avenue	Minneapolis	55402	 	 	 	0	Centroid	-93.27240081	44.97339879	2702924140002	{35C2BA83-F9AB-4A2A-84C7-75FA79FB1E67}
1525	193903	306589	931	 	 	 	 	Marquette	Avenue	 	 	 	 	931 Marquette Avenue	Minneapolis	55402	 	 	 	0	Centroid	-93.27240081	44.97339879	2702924140002	{D935090F-9D76-4FD8-A142-B2D20650E6AF}
2841	348681	311094	927	 	 	 	 	Marquette	Avenue	 	 	 	 	927 Marquette Avenue	Minneapolis	55402	 	 	 	0	Centroid	-93.27240081	44.97339879	2702924140002	{8588B9E1-710E-4B40-A8BC-BF3A3BBB267B}
2994	366531	310789	923	 	 	 	 	Marquette	Avenue	 	 	 	 	923 Marquette Avenue	Minneapolis	55402	 	 	 	0	Centroid	-93.27240081	44.97339879	2702924140002	{56E54849-8F53-47E3-AF3B-664D83C7C0E3}
3190	390536	319889	921	 	 	 	 	Marquette	Avenue	 	 	 	 	921 Marquette Avenue	Minneapolis	55402	 	 	 	0	Centroid	-93.27240081	44.97339879	2702924140002	{D0E464D6-DB6B-4F8A-827D-CD6E3DBB8CB3}
3291	403311	412569	933	 	 	 	 	Marquette	Avenue	 	 	 	 	933 Marquette Avenue	Minneapolis	55402	 	 	 	0	Centroid	-93.27240081	44.97339879	2702924140002	{59EAAA6E-7A07-4F06-BC2F-4C52FF78EAD3}
2765	340649	413303	213	 	 	 	 	9th	Street	South	 	 	 	213 9th Street South	Minneapolis	55402	 	 	 	0	Centroid	-93.27072264	44.97322049	2702924140012	{884A2AE1-B90A-4B4A-A10F-AF9926F38036}
3857	471536	318223	215	 	 	 	 	9th	Street	South	 	 	 	215 9th Street South	Minneapolis	55402	 	 	 	0	Centroid	-93.27072264	44.97322049	2702924140012	{338A4160-3137-4316-87B9-BD0822BC92E2}
1970	245478	412834	901	 	 	 	 	2nd	Avenue	South	 	 	 	901 2nd Avenue South	Minneapolis	55402	 	 	 	0	Centroid	-93.27113275	44.97338574	2702924140015	{3CD6A27A-FC3C-47B7-AEAA-5A9D46923433}
360	45727	412574	400	 	 	 	 	10th	Street	South	 	 	 	400 10th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26873904	44.97185268	2702924140026	{9A4A32EA-47EA-4D51-9AF4-3E327314DFD4}
2790	342857	412696	410	 	 	 	 	10th	Street	South	 	 	 	410 10th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26855443	44.97177791	2702924140027	{7B8CFBDF-35E0-44B2-804F-0B1324C04DBA}
2183	270648	443718	410	1/2	 	 	 	10th	Street	South	 	 	 	410 1/2 10th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26836982	44.97170315	2702924140028	{4420ED02-2C3C-4C2A-BA46-4C302668ADC5}
156	18964	448113	416	 	 	 	 	10th	Street	South	 	 	 	416 10th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26796888	44.9715686	2702924140029	{3096733E-FBF5-4428-8692-ABBC32783BD5}
17	2012	443889	419	 	 	 	 	9th	Street	South	 	 	 	419 9th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26758704	44.97199594	2702924140030	{52E8A7B1-9D07-4A6A-98FB-B5F1B1A22421}
2179	269799	295269	421	 	 	 	 	9th	Street	South	 	 	 	421 9th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26758704	44.97199594	2702924140030	{EB38DFE5-1050-48F3-B88F-1394D7A5DB44}
2247	278750	337162	427	 	 	 	 	9th	Street	South	 	 	 	427 9th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26758704	44.97199594	2702924140030	{CC873405-74FA-4B6F-A30F-1F0C884E43E2}
2468	305176	339656	415	 	 	 	 	9th	Street	South	 	 	 	415 9th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26758704	44.97199594	2702924140030	{C033EC28-A735-459B-8C17-3E254015162D}
3623	443831	325614	425	 	 	 	 	9th	Street	South	 	 	 	425 9th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26758704	44.97199594	2702924140030	{C5AF540E-ABFC-4FD3-B03F-FBD6C621DEF7}
3882	474376	4525	423	 	 	 	 	9th	Street	South	 	 	 	423 9th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26758704	44.97199594	2702924140030	{6DAA79DA-E3A3-4FB9-B60F-8B5000FACD02}
3665	449721	408279	409	 	 	 	 	9th	Street	South	 	 	 	409 9th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.26798331	44.9720692	2702924140031	{F886F469-EDCA-4700-98AC-025331B38068}
1429	181007	249263	225	 	 	 	 	11th	Street	South	 	 	 	225 11th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27193481	44.97109964	2702924140053	{FCB0A9BF-7666-447F-8FC6-12A80CB16EF2}
3155	386312	448320	215	 	 	 	 	11th	Street	South	 	 	 	215 11th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27230384	44.97125258	2702924140054	{FBF3D917-F5AD-4DDE-AAA3-DD636353CCDA}
3484	427616	209441	228	 	 	 	 	12th	Street	South	 	 	 	228 12th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.2726271	44.97086721	2702924140064	{0FFC5924-128A-4691-8C2E-6292AF9FA345}
1336	170245	40985	905	 	 	 	 	4th	Avenue	South	 	 	 	905 4th Avenue South	Minneapolis	55404	 	 	 	0	Centroid	-93.26831528	44.97220488	2702924140065	{FBC152F5-3C46-45B8-820B-CCC1E912A4EE}
2171	268947	295984	901	 	 	 	 	4th	Avenue	South	 	 	 	901 4th Avenue South	Minneapolis	55404	 	 	 	0	Centroid	-93.26831528	44.97220488	2702924140065	{E900AA03-AEBA-45A7-AF08-C08C5E8B22D6}
3808	466161	209799	1001	 	 	 	 	3rd	Avenue	South	 	 	 	1001 3rd Avenue South	Minneapolis	55404	 	 	 	0	Centroid	-93.27028387	44.97145366	2702924140067	{D8C82298-C57E-40ED-8FE7-F4F7F26BD916}
1046	135154	312560	1009	 	 	 	 	3rd	Avenue	South	 	 	 	1009 3rd Avenue South	Minneapolis	55404	 	 	 	0	Centroid	-93.27028387	44.97145366	2702924140067	{C252C657-3079-468D-B1C4-65FA0E484B66}
3304	404561	287860	327	 	 	 	 	10th	Street	South	 	 	 	327 10th Street South	Minneapolis	55404	 	 	 	0	Centroid	-93.27028387	44.97145366	2702924140067	{24D4686F-9680-40ED-BD26-F64553A3DDB2}
3641	445929	280427	1016	 	 	 	 	4th	Avenue	South	 	 	 	1016 4th Avenue South	Minneapolis	55404	 	 	 	0	Centroid	-93.27028387	44.97145366	2702924140067	{B23A4347-9987-439B-9998-30ED465DE7CE}
1160	150848	213833	207	 	 	 	 	9th	Street	South	 	 	 	207 9th Street South	Minneapolis	55402	 	 	 	0	Centroid	-93.2708895	44.97329067	2702924140068	{A754A793-7D94-45D0-AF5D-30F650B7D4BC}
3159	386710	446562	120	 	 	 	 	10th	Street	South	 	 	 	120 10th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.2721164	44.97322352	2702924140069	{13D87AD9-1D19-4DD8-9BAA-229D34A53BAD}
116	14972	226795	220	 	 	 	 	11th	Street	South	 	 	 	220 11th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27166344	44.97202224	2702924140071	{BCF5729D-0353-4FAE-8DAE-18C5CDADBC06}
1640	207864	295361	1001	 	 	 	 	2nd	Avenue	South	 	 	 	1001 2nd Avenue South	Minneapolis	55403	 	 	 	0	Centroid	-93.27166344	44.97202224	2702924140071	{7B58C676-D287-4E85-9889-55300B702AFB}
3956	480951	404109	918	 	 	 	 	3rd	Avenue	South	 	 	 	918 3rd Avenue South	Minneapolis	55402	 	 	 	0	Centroid	-93.27054926	44.97275267	2702924140075	{A1148B2D-7BA7-488C-9377-64A7CE4B57A9}
2575	317760	407983	919	 	 	 	 	2nd	Avenue	South	 	 	 	919 2nd Avenue South	Minneapolis	55402	 	 	 	0	Centroid	-93.27122248	44.97302162	2702924140076	{9700FCD0-D891-4C3F-B0EE-991C542244BD}
1274	163450	410817	200	 	 	 	 	10th	Street	South	 	 	 	200 10th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27136817	44.97283573	2702924140077	{9CE1810C-E6FF-4972-BD22-ACFB37920AC6}
2932	359840	434450	216	 	 	 	 	10th	Street	South	 	 	 	216 10th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27093733	44.97274205	2702924140078	{51CCEED2-9FD8-454B-B13A-E8580534D5AB}
3063	376137	422855	230	 	 	 	 	10th	Street	South	 	 	 	230 10th Street South	Minneapolis	55403	 	 	 	0	Centroid	-93.27070413	44.97257141	2702924140079	{79566FD6-5A0C-4DD4-9B38-40A42186B277}
965	126784	424465	900	 	 	 	 	3rd	Avenue	South	 	 	 	900 3rd Avenue South	Minneapolis	55402	 	 	 	0	Centroid	-93.27028506	44.97303749	2702924140080	{42879176-880C-49BC-A8A4-F332121BA791}
1927	241000	446010	217	 	 	 	 	9th	Street	South	 	 	 	217 9th Street South	Minneapolis	55402	 	 	 	0	Centroid	-93.27052766	44.97317877	2702924140081	{6A2739BA-5956-4657-94E8-3034BC152C26}
758	98500	445415	219	 	 	 	 	9th	Street	South	 	 	 	219 9th Street South	Minneapolis	55402	 	 	 	0	Centroid	-93.27068793	44.97299005	2702924140082	{B01D21E0-AD23-4143-9FBE-A020256F3DD9}
1969	245473	214762	901	 	 	 	 	3rd	Avenue	South	 	 	 	901 3rd Avenue South	Minneapolis	55402	 	 	 	0	Centroid	-93.2694803	44.97241785	2702924140084	{46A567BE-A5D2-48D0-909F-BD7E857972A8}
752	97486	35337	201	 	 	 	 	11th	Street	South	 	 	A	201 11th Street South A	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140388	{2A4B4F79-A560-4A71-B95F-FF299FCAFF52}
2044	254469	39743	201	 	 	 	 	11th	Street	South	 	 	B	201 11th Street South B	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140389	{BE78BBE3-E277-4969-BACF-5432A90483D2}
3659	448326	31264	201	 	 	 	 	11th	Street	South	 	 	C	201 11th Street South C	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140390	{5C841C8F-5B61-4C30-A860-D73445F02A26}
735	95497	10806	201	 	 	 	 	11th	Street	South	 	 	D	201 11th Street South D	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140391	{54157C68-3F9D-467A-94DF-9184331CADDD}
1544	195871	32095	201	 	 	 	 	11th	Street	South	 	 	E	201 11th Street South E	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140392	{8734249F-FEAD-439F-8DB2-2289DB09F458}
1287	165108	11743	201	 	 	 	 	11th	Street	South	 	 	F	201 11th Street South F	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140393	{CC129ED4-7B92-4E35-AEBE-1632A365E982}
1432	181293	30959	201	 	 	 	 	11th	Street	South	 	 	G	201 11th Street South G	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140394	{E742F37E-CDF3-4E6C-A82F-85EFC6510335}
1744	221124	18707	201	 	 	 	 	11th	Street	South	 	 	H	201 11th Street South H	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140395	{CB5025B9-B863-4FDF-84CC-98F9EE8FC9B9}
1831	230941	39878	201	 	 	 	 	11th	Street	South	 	 	I	201 11th Street South I	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140396	{BD81BB83-D565-4590-B56D-C47FBE5ACC28}
1250	160551	703	201	 	 	 	 	11th	Street	South	 	 	J	201 11th Street South J	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140397	{0B25AEA8-212A-498A-B418-464D2F9CBEF9}
3861	471795	8129	201	 	 	 	 	11th	Street	South	 	 	K	201 11th Street South K	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140398	{A86FA7C4-4ABF-41CE-8432-649A14DC6643}
160	19555	19885	201	 	 	 	 	11th	Street	South	 	 	L	201 11th Street South L	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140399	{F209FB72-59C5-4DD4-8CF7-7A658031086F}
3647	446435	20248	201	 	 	 	 	11th	Street	South	 	 	M	201 11th Street South M	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140400	{F9DA6FFB-A822-45BC-9207-444F5937CDC7}
3434	421470	11768	201	 	 	 	 	11th	Street	South	 	 	N	201 11th Street South N	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140401	{8E2CEE85-6505-4F07-BE7F-8691C511C26A}
3613	442548	12810	201	 	 	 	 	11th	Street	South	 	 	O	201 11th Street South O	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140402	{22576DA0-6ACF-4CD6-9212-61114FE38E42}
24	3645	6467	201	 	 	 	 	11th	Street	South	 	 	P	201 11th Street South P	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140403	{1A96EA69-45EA-4A3D-84A9-2622728763F2}
1159	150725	15363	201	 	 	 	 	11th	Street	South	 	 	Q	201 11th Street South Q	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140404	{BBA27A61-7A65-424D-AC2F-83ED146A4A9F}
1060	137632	23660	201	 	 	 	 	11th	Street	South	 	 	R	201 11th Street South R	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140405	{F6A40DDD-3E03-4B9F-85BC-2E1C2A75C844}
2296	285125	11066	201	 	 	 	 	11th	Street	South	 	 	S	201 11th Street South S	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140406	{630F88B6-06D0-4505-A12D-0786A65C6717}
1039	134087	5062	201	 	 	 	 	11th	Street	South	 	 	T	201 11th Street South T	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140407	{3C63E7E5-8453-4A98-8335-7FD4C384E6B3}
2521	311637	18633	201	 	 	 	 	11th	Street	South	 	 	U	201 11th Street South U	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140408	{95E781DE-C6DA-43FA-A8ED-39999E6A6AEB}
293	37422	10807	201	 	 	 	 	11th	Street	South	 	 	V	201 11th Street South V	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140409	{83602806-A839-4B3B-9CFE-1A413AF318D7}
3870	472427	18984	201	 	 	 	 	11th	Street	South	 	 	W	201 11th Street South W	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140410	{9B9A4F0E-1BFF-439C-9662-0E8A52F4D900}
3390	415360	12250	201	 	 	 	 	11th	Street	South	 	 	X	201 11th Street South X	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140411	{3A709511-9B41-4CBF-933E-7DEB9E390D4A}
2822	346524	7307	201	 	 	 	 	11th	Street	South	 	 	Z	201 11th Street South Z	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140413	{E68C1E56-D27B-4E3C-B358-9F176810EC89}
1012	131732	5406	201	 	 	 	 	11th	Street	South	 	 	AA	201 11th Street South AA	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140414	{930C58E1-E807-4DDB-9B07-CBE316F72281}
3759	460505	2145	201	 	 	 	 	11th	Street	South	 	 	BB	201 11th Street South BB	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140415	{DA797C0E-7CEC-40B2-B512-0AE1C60B64A8}
2581	318509	3426	201	 	 	 	 	11th	Street	South	 	 	CC	201 11th Street South CC	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140416	{07B53A21-1ED3-4E0A-B63A-0E71799E7DAB}
192	25584	20310	201	 	 	 	 	11th	Street	South	 	 	DD	201 11th Street South DD	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140417	{FDC2A1D3-5739-46BE-AAAD-4F65B91FA6DE}
1419	179582	4297	201	 	 	 	 	11th	Street	South	 	 	EE	201 11th Street South EE	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140418	{502E3E5C-9EBE-497E-9710-8C06E0F85333}
1452	183621	20116	1115	 	 	 	 	2nd	Avenue	South	 	 	FF	1115 2nd Avenue South FF	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140419	{1A806B91-91C6-4F6E-9137-4A13EF18B939}
3843	470446	15684	201	 	 	 	 	11th	Street	South	 	 	GG	201 11th Street South GG	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140420	{2A7DFA7C-92F3-4508-B051-6C76F0CBE41C}
3639	445440	39451	201	 	 	 	 	11th	Street	South	 	 	HH	201 11th Street South HH	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140421	{9F980371-CE76-42E1-9D8C-053600352FBE}
875	115847	1251	201	 	 	 	 	11th	Street	South	 	 	II	201 11th Street South II	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140422	{19992374-2FF6-4E59-B4B7-2789C5EAC66C}
1789	226493	18464	201	 	 	 	 	11th	Street	South	 	 	JJ	201 11th Street South JJ	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140423	{7109DA3F-7E81-4C6B-8687-2DBD311B2DE9}
601	76525	31295	201	 	 	 	 	11th	Street	South	 	 	KK	201 11th Street South KK	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140424	{559A5154-4821-4F76-AB66-A6669C867818}
2445	302438	17515	201	 	 	 	 	11th	Street	South	 	 	MM	201 11th Street South MM	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140426	{AD93BC15-657D-4B82-B635-FEB516C7ED78}
3246	397539	32093	201	 	 	 	 	11th	Street	South	 	 	NN	201 11th Street South NN	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140427	{C8229485-4AEF-4596-8A79-4E962EF25B1A}
3864	472025	16882	201	 	 	 	 	11th	Street	South	 	 	OO	201 11th Street South OO	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140428	{3C46832D-028C-496B-8D9C-E2CEF24E3E3C}
372	47268	12703	201	 	 	 	 	11th	Street	South	 	 	PP	201 11th Street South PP	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140429	{D34DF1FD-063C-45C3-9678-1512DE93D239}
1393	177132	8851	201	 	 	 	 	11th	Street	South	 	 	QQ	201 11th Street South QQ	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140430	{6FA7FC4A-2D32-4C9B-AB6A-48C493B37642}
1572	199048	4667	201	 	 	 	 	11th	Street	South	 	 	RR	201 11th Street South RR	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140431	{11CA6868-3520-445C-99D2-0ECA6C7E4D1E}
471	59745	7428	201	 	 	 	 	11th	Street	South	 	 	SS	201 11th Street South SS	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140432	{4E83E547-A9AB-446C-AC4C-78443203A4B5}
91	11471	8833	201	 	 	 	 	11th	Street	South	 	 	TT	201 11th Street South TT	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140433	{BCFB4CCC-EE47-4264-A5AD-A1758989DF59}
3129	383234	41522	201	 	 	 	 	11th	Street	South	 	 	UU	201 11th Street South UU	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140434	{50414B9E-C098-4A35-AE0C-78E1A6DAA8E0}
2888	354353	11330	201	 	 	 	 	11th	Street	South	 	 	WW	201 11th Street South WW	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140436	{C4EF9AC9-D1F7-47AC-A83B-5EBC5CA65285}
12	1580	40199	201	 	 	 	 	11th	Street	South	 	 	XX	201 11th Street South XX	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140437	{23B2F016-0CC7-4DC7-B4CE-D7C32D69C297}
3815	466700	15314	201	 	 	 	 	11th	Street	South	 	 	YY	201 11th Street South YY	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140438	{E38FFBE8-D913-4BEC-B42B-61DA0960ACFE}
3433	421293	15030	201	 	 	 	 	11th	Street	South	 	 	ZZ	201 11th Street South ZZ	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140439	{8BB6DE3D-4573-46B8-8970-6807052435A8}
3516	430987	6443	201	 	 	 	 	11th	Street	South	 	 	AAA	201 11th Street South AAA	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140440	{868D5A00-2930-415B-8EC8-ACB5FD1DB297}
1197	154692	5592	201	 	 	 	 	11th	Street	South	 	 	BBB	201 11th Street South BBB	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140441	{52BCC234-5C41-413A-8170-D93D5614DA47}
2102	260332	15181	201	 	 	 	 	11th	Street	South	 	 	CCC	201 11th Street South CCC	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140442	{8E250359-3A41-4AAA-9B99-0A7D272B2482}
139	17292	18634	201	 	 	 	 	11th	Street	South	 	 	EEE	201 11th Street South EEE	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140444	{051159CA-8FF7-49EF-95F3-CFC04C09F736}
3132	384093	39450	201	 	 	 	 	11th	Street	South	 	 	FFF	201 11th Street South FFF	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140445	{70EAF83C-A450-4997-AEE4-BF3FAC7161B3}
517	66132	19547	201	 	 	 	 	11th	Street	South	 	 	GGG	201 11th Street South GGG	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140446	{E461C084-307B-445F-9FAF-4203CF2D9D6B}
1024	132890	35996	201	 	 	 	 	11th	Street	South	 	 	HHH	201 11th Street South HHH	Minneapolis	55403	 	 	 	0	Centroid	-93.27269775	44.97138138	2702924140447	{40B3F1E3-B82C-4F17-81A4-5A9A1FB0BCE4}
